geometry,site_name,other_site_names,state,industry,matrix_type,matrix,year,pfoa,pfos,pfoa_pfos,total_pfas,pfas_level,notes,regulation_gvt_link,resources_link,suspected_source_link,pfas_testing_link,site_ref_link,state_ref_link,ObjectId,longitude,latitude
POINT (-77.361084 34.585257),Marine Corps Base Camp Lejeune,,North Carolina,Military,Groundwater,Groundwater,2018.0,3460,35100,38600,47825.0,47825.0,N/A,N/A,N/A,https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/pfas_reading_room.html,https://drive.google.com/file/d/1NvlefZT3j3QyxfZpw3HlmuqiLNoT1uvH/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1rWog2XzBcYoT3ZksF96cWoO5VFR1OLeG,N/A,1398,-77.361084,34.585257
POINT (-81.5867693 38.372512),McLaughlin Air National Guard Base,"West Virginia Air National Guard 130th Airlift Wing, Yeager Airport",West Virginia,Military,Groundwater,Groundwater,2018.0,1170,6930,8100,20898.0,20898.0,N/A,N/A,N/A,https://ar.afcec-cloud.af.mil/Search.aspx,https://drive.google.com/file/d/1fzKJCB-sJ4jaUGrEWZZwl4UygIOWBqew/view?usp=sharing,N/A,N/A,1399,-81.5867693,38.372512
POINT (-122.248 38.04826),Shore Terminals Llc Selby Terminal,,California,Industry,Groundwater,Groundwater,2019.0,2800,48000,50400,229440.0,229440.0,https://www.bizjournals.com/sanantonio/news/2019/10/16/nustar-closes-california-facility-while-it.html,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=T10000013777,https://geotracker.waterboards.ca.gov/map/pfas_map,https://geotracker.waterboards.ca.gov/map/pfas_map,N/A,https://drive.google.com/drive/u/0/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza5,1400,-122.248,38.04826
POINT (-85.5743153 42.3076562),Kalamazoo Wastewater Treatment Plant,,Michigan,WWTP,Other Water,Wastewater,2021.0,,2360,,,2360.0,AFFF spill at nearby Kalamazoo-Battle Creek International Airport,N/A,N/A,https://www.mlive.com/news/kalamazoo/2021/04/firefighting-foam-spill-at-kalamazoo-airport-causes-pfas-spike-at-wastewater-treatment-plant.html,https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing,N/A,N/A,1401,-85.5743153,42.3076562
POINT (-118.7967968 34.2946648),Simi Valley Landfill,,California,Landfill,Groundwater,Groundwater,2020.0,2,1,3,73.0,73.0,N/A,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=L10001396701,https://geotracker.waterboards.ca.gov/map/pfas_map,https://geotracker.waterboards.ca.gov/map/pfas_map,N/A,https://drive.google.com/drive/u/0/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza5,1402,-118.7967968,34.2946648
POINT (-92.7558549 44.0459121),Dodge County Landfill,,Minnesota,Landfill,Groundwater,Groundwater,2018.0,550,540,1090,3810.0,3810.0,N/A,https://www.pca.state.mn.us/waste/pfas-landfills,https://webapp.pca.state.mn.us/wimn/site/1772,https://www.pca.state.mn.us/waste/pfas-landfills,https://docs.google.com/spreadsheets/d/1hRu_fnwKe4j_dNU5cczPJSTcPUe8qTtJ/edit?usp=sharing&ouid=107676736406888330935&rtpof=true&sd=true,N/A,https://drive.google.com/drive/u/0/folders/1JHapkdyZrRziZCfTAWAX-nxDpQ_WEWlp,1403,-92.7558549,44.0459121
POINT (-87.33086 30.463189),Saufley Construction & Demolition (C & D) Facility,,Florida,Landfill,Groundwater,Groundwater,2019.0,327,103,,,327.0,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/1RV3O1_Lr6DQBo7FXiL6CEo6GXTtR2xR1/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1404,-87.33086,30.463189
POINT (-81.5193044 29.9752144),Silvex,,Florida,Industry,Groundwater,Groundwater,2021.0,420,740,,,740.0,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/13IMX9Q7JCKVGQgSuamZ_ZiYG4NyQ20dd/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1405,-81.5193044,29.9752144
POINT (-122.638844 48.916168),BNSF Custer Spill,,Washington,Other,Surface water,Surface Water,2020.0,0,0,0,0.0,0.0,N/A,N/A,https://apps.ecology.wa.gov/cleanupsearch/site/15329,https://drive.google.com/file/d/10VP21EMJ4M7D99zU76NOqMCt_Qof7TsE/view?usp=share_link,https://drive.google.com/file/d/10VP21EMJ4M7D99zU76NOqMCt_Qof7TsE/view?usp=share_link,https://drive.google.com/drive/folders/17GdymSVjbax-AXAfTTrh-4-IL4_Lr0E_?usp=share_link,https://drive.google.com/drive/folders/155QqwGqpkTGGSlJeFG-y-3UzCgW2P9LH?usp=share_link,1406,-122.638844,48.916168
POINT (-80.748514 28.3928),Skippers,,Florida,Industry,Groundwater,Groundwater,2019.0,6,21,,,21.0,Electroplater,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/155UmDAgAIXWJM68itn5qc9az3-h5pfIU/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1407,-80.748514,28.3928
POINT (-122.381605 47.979295),Deer Lake Area PFAS,,Washington,Other,Groundwater,Groundwater,2022.0,3,3,5,15.0,15.0,N/A,N/A,https://apps.ecology.wa.gov/cleanupsearch/site/16781,https://drive.google.com/file/d/1jKNTK8cPya1zcKuOlmvQKgmU0RS61dXt/view?usp=share_link,https://drive.google.com/file/d/1jKNTK8cPya1zcKuOlmvQKgmU0RS61dXt/view?usp=share_link,https://drive.google.com/drive/folders/1hn-yzqi1RxDawLI4GiDR2oi3XSgNafD8?usp=share_link,https://drive.google.com/drive/folders/155QqwGqpkTGGSlJeFG-y-3UzCgW2P9LH?usp=share_link,1408,-122.381605,47.979295
POINT (-81.8726632 30.2178325),Naval Air Station Cecil Field,,Florida,Military,Groundwater,Groundwater,2018.0,9,140,,,140.0,N/A,N/A,N/A,https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/pfas_reading_room.html,https://drive.google.com/file/d/1qGDaZ3UTjAm71h-KzySM7r60nZHqY7Jv/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1VpyqWpVI9T6_z08NpzJjjXr9U9wvTsV3,N/A,1409,-81.8726632,30.2178325
POINT (-88.0726593 44.4894629),Ashview Terrace Apartments,,Wisconsin,Unknown,Groundwater,Groundwater,2021.0,23,3,,,23.0,N/A,N/A,N/A,https://dnr.wi.gov/botw/GetActivityDetail.do?dsn=564043&siteId=28154000&crumb=1,https://drive.google.com/file/d/1PTSrdqAMdvOALO_GFF715iXUBsJJfRWH/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1xMpNarNNyf9phg3BgtHmNj3CEDvMmef5,https://drive.google.com/drive/u/0/folders/16cPCO907bUFpX-CKzAj1EGj8_TD142PQ,1410,-88.0726593,44.4894629
POINT (-82.5457008 27.4032942),Spindrift-Whogas Inc,,Florida,Industry,Groundwater,Groundwater,2020.0,5,43,,,43.0,Electroplater,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/12Ch18QZ49GDmDmzKsO9osHEuHgE4juMQ/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1411,-82.5457008,27.4032942
POINT (-85.5962569 42.87603),Kentwood Landfill,,Michigan,Landfill,Other Water,Leachate,,,,70,,70.0,N/A,N/A,https://cumulis.epa.gov/supercpad/SiteProfiles/index.cfm?fuseaction=second.docdata&id=0502165,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95600_95631-508870--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95600_95631-508870--,00.html",N/A,N/A,1412,-85.5962569,42.87603
POINT (-121.9757333 38.22859),Solano Class III Disposal,,California,Landfill,Groundwater,Groundwater,2019.0,12,13,20,1900.0,1900.0,N/A,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=L10005407108,https://geotracker.waterboards.ca.gov/map/pfas_map,https://geotracker.waterboards.ca.gov/map/pfas_map,N/A,https://drive.google.com/drive/u/0/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza5,1413,-121.9757333,38.22859
POINT (-93.223526 45.3653831),East Bethel Demolition & Sanitary Landfill,,Minnesota,Landfill,Groundwater,Groundwater,2019.0,790,600,1290,4530.0,4530.0,N/A,https://www.pca.state.mn.us/waste/pfas-landfills,https://webapp.pca.state.mn.us/wimn/site/1107,https://www.pca.state.mn.us/waste/pfas-landfills,https://docs.google.com/spreadsheets/d/1hRu_fnwKe4j_dNU5cczPJSTcPUe8qTtJ/edit?usp=sharing&ouid=107676736406888330935&rtpof=true&sd=true,N/A,https://drive.google.com/drive/u/0/folders/1JHapkdyZrRziZCfTAWAX-nxDpQ_WEWlp,1414,-93.223526,45.3653831
POINT (-122.614648 48.208948),Harrington Lagoon Area,,Washington,Other,Groundwater,Groundwater,2022.0,3,80,83,251.0,251.0,N/A,N/A,https://apps.ecology.wa.gov/cleanupsearch/site/16780,https://drive.google.com/file/d/1XbiRAhFDOVx3JY_5I17wAc6_wPA4ZH_T/view?usp=share_link,https://drive.google.com/file/d/1XbiRAhFDOVx3JY_5I17wAc6_wPA4ZH_T/view?usp=share_link,https://drive.google.com/drive/folders/1WC4cYCjwhJ25K1H3Xkm7fiyZ0nrEqycE?usp=share_link,https://drive.google.com/drive/folders/155QqwGqpkTGGSlJeFG-y-3UzCgW2P9LH?usp=share_link,1415,-122.614648,48.208948
POINT (-94.9033105 47.4904544),Eighty Acre Landfill,,Minnesota,Landfill,Groundwater,Groundwater,2018.0,530,550,1080,3810.0,3810.0,N/A,https://www.pca.state.mn.us/waste/pfas-landfills,https://webapp.pca.state.mn.us/wimn/site/276,https://www.pca.state.mn.us/waste/pfas-landfills,https://docs.google.com/spreadsheets/d/1hRu_fnwKe4j_dNU5cczPJSTcPUe8qTtJ/edit?usp=sharing&ouid=107676736406888330935&rtpof=true&sd=true,N/A,https://drive.google.com/drive/u/0/folders/1JHapkdyZrRziZCfTAWAX-nxDpQ_WEWlp,1416,-94.9033105,47.4904544
POINT (-122.045731 47.536604),Issaquah Valley Elementary School & Dodd Fields Park,,Washington,Other,Groundwater,Groundwater,2022.0,1,85,,,85.0,N/A,N/A,https://apps.ecology.wa.gov/cleanupsearch/site/16583,https://drive.google.com/file/d/1IABcmA5Gy8NZzJHJ0OeoeucBWUvMOmgP/view?usp=share_link,https://drive.google.com/file/d/1IABcmA5Gy8NZzJHJ0OeoeucBWUvMOmgP/view?usp=share_link,https://drive.google.com/drive/folders/15UWmbcJQzRlvGRimqyrMJQ7R_igzY5pc?usp=share_link,https://drive.google.com/drive/folders/155QqwGqpkTGGSlJeFG-y-3UzCgW2P9LH?usp=share_link,1417,-122.045731,47.536604
POINT (-93.8883714 43.6617188),Faribault County Landfill,,Minnesota,Landfill,Groundwater,Groundwater,2019.0,220,310,530,882.0,882.0,N/A,https://www.pca.state.mn.us/waste/pfas-landfills,https://webapp.pca.state.mn.us/wimn/site/310,https://www.pca.state.mn.us/waste/pfas-landfills,https://docs.google.com/spreadsheets/d/1hRu_fnwKe4j_dNU5cczPJSTcPUe8qTtJ/edit?usp=sharing&ouid=107676736406888330935&rtpof=true&sd=true,N/A,https://drive.google.com/drive/u/0/folders/1JHapkdyZrRziZCfTAWAX-nxDpQ_WEWlp,1418,-93.8883714,43.6617188
POINT (-87.3785265 46.334643),KI Sawyer Wastewater Treatment Plant-Marquette Co,,Michigan,WWTP,Other Water,Wastewater,,1000,1560,,,1560.0,N/A,N/A,N/A,N/A,https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing,N/A,N/A,1419,-87.3785265,46.334643
POINT (-122.305124 47.526461),Jorgensen Forge Corp,,Washington,Industry,Groundwater,Groundwater,2021.0,350,15000,15350,19670.0,19670.0,N/A,N/A,https://apps.ecology.wa.gov/cleanupsearch/site/3689#site-documents,https://drive.google.com/file/d/1zyd5mRvoin3KfmgDkD0lkrVGLN-yR1lD/view?usp=share_link,https://drive.google.com/file/d/1zyd5mRvoin3KfmgDkD0lkrVGLN-yR1lD/view?usp=share_link,https://drive.google.com/drive/folders/1TeDRXqtANK2wtx7qtmILrNdDiyEbMXqH?usp=share_link,https://drive.google.com/drive/folders/155QqwGqpkTGGSlJeFG-y-3UzCgW2P9LH?usp=share_link,1420,-122.305124,47.526461
POINT (-122.8106776 38.5081925),Sonoma County Airport,,California,Airport,Groundwater,Groundwater,2020.0,370,400,610,38720.0,38720.0,AFFF,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=T10000012763,https://geotracker.waterboards.ca.gov/map/pfas_map#,https://documents.geotracker.waterboards.ca.gov/esi/uploads/geo_report/2954506933/T10000012763.PDF,https://drive.google.com/drive/u/0/folders/19yDin9kf-TuQpzZ9Q4AYgihdGfi-NSMU,https://drive.google.com/drive/u/1/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza19,1421,-122.8106776,38.5081925
POINT (-84.5807829 42.7525946),Lansing Wastewater Treatment Plant,,Michigan,WWTP,Other Water,Wastewater,,8,6,,,8.0,N/A,N/A,N/A,N/A,https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing,N/A,N/A,1422,-84.5807829,42.7525946
POINT (-89.3518695 43.1137559),Burke Wastewater Treatment PLT (FMR),,Wisconsin,WWTP,Groundwater,Groundwater,2019.0,25,23,,,25.0,N/A,N/A,N/A,https://dnr.wi.gov/botw/GetActivityDetail.do?dsn=315773&siteId=8744100&crumb=1,https://drive.google.com/file/d/17B0S3Hpva_5nmC66LPwJkat2l_EnCAhH/view?usp=sharing,https://drive.google.com/drive/folders/1rZuhwoK57gWGvcMxGSW_QjE28ymDSN5o?usp=sharing,N/A,1423,-89.3518695,43.1137559
POINT (-91.4829155 44.8624776),Chippewa Valley Airport,,Wisconsin,Airport,Unknown,Sample data unavailable,,,,,,,"The DNR believes the Chippewa Valley Regional Airport is responsible in part, for the discharge of a hazardous substance or other environmental pollution (hereafter referred to as “contamination”) at the site. ",N/A,N/A,https://dnr.wi.gov/botw/GetActivityDetail.do?dsn=588115&siteId=3765100&crumb=1,https://drive.google.com/file/d/1aMhJSnazuqQY1PfGkOJdRRJMuvrbfpgh/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1hDQWED0hGaOLc-5_v2HAs035Db8aUwQ_,N/A,1424,-91.4829155,44.8624776
POINT (-83.3078509 43.0597787),Lapeer Wastewater Treatment Plant,,Michigan,WWTP,Other Water,Wastewater,,92,3180,,,3180.0,N/A,N/A,N/A,N/A,https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing,N/A,N/A,1425,-83.3078509,43.0597787
POINT (-94.1210175 46.7402115),Fifty Lakes Landfill,,Minnesota,Landfill,Groundwater,Groundwater,2020.0,530,540,1070,3740.0,3740.0,N/A,https://www.pca.state.mn.us/waste/pfas-landfills,https://webapp.pca.state.mn.us/wimn/site/2542,https://www.pca.state.mn.us/waste/pfas-landfills,https://docs.google.com/spreadsheets/d/1hRu_fnwKe4j_dNU5cczPJSTcPUe8qTtJ/edit?usp=sharing&ouid=107676736406888330935&rtpof=true&sd=true,N/A,https://drive.google.com/drive/u/0/folders/1JHapkdyZrRziZCfTAWAX-nxDpQ_WEWlp,1426,-94.1210175,46.7402115
POINT (-83.5780334 42.4686409),Lyon Township Wastewater Treatment Plant,,Michigan,WWTP,Other Water,Wastewater,,15,0,,,15.0,N/A,N/A,N/A,N/A,https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing,N/A,N/A,1427,-83.5780334,42.4686409
POINT (-122.7455436 38.2952602),Sonoma County Central Solid Waste Disposal Service,,California,Landfill,Groundwater,Groundwater,2019.0,260,17,269,1831.0,1831.0,N/A,N/A,https://www.waterboards.ca.gov/pfas/,https://geotracker.waterboards.ca.gov/map/pfas_map,https://geotracker.waterboards.ca.gov/map/pfas_map,N/A,https://drive.google.com/drive/u/0/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza5,1428,-122.7455436,38.2952602
POINT (-122.414145 48.095504),Mabana Area PFAS,,Washington,Other,Groundwater,Groundwater,2022.0,<2,<2,,204.0,204.0,N/A,N/A,https://apps.ecology.wa.gov/cleanupsearch/site/16779,https://drive.google.com/file/d/1lITVdNx_ByAoFrMVqHTqTyCQc_2U2PGr/view?usp=share_link,https://drive.google.com/file/d/1lITVdNx_ByAoFrMVqHTqTyCQc_2U2PGr/view?usp=share_link,https://drive.google.com/drive/folders/1IqSn0LOP33A3LKeBeiYfLl87nJU9M053?usp=share_link,https://drive.google.com/drive/folders/155QqwGqpkTGGSlJeFG-y-3UzCgW2P9LH?usp=share_link,1429,-122.414145,48.095504
POINT (-81.3162599 28.6753992),Technitronics,,Florida,Industry,Groundwater,Groundwater,2020.0,15,29,,,29.0,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/1W76jCukYnbULlOisGXIo8WNKyMRNctq4/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1430,-81.3162599,28.6753992
POINT (-81.327888 28.564046),NTC Orlando,,Florida,Military,Groundwater,Groundwater,2018.0,140,85,,,140.0,Base has been converted https://www.epa.gov/fedfac/naval-training-center-orlando-site-spotlight,N/A,N/A,https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/pfas_reading_room.html,https://drive.google.com/file/d/1_5mXdUJdCC9TPFb-3MgOjY6yFBV87mfI/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Rk0NgkjofKvuQ2G9ggGMwI_WdJEC7dA5,N/A,1431,-81.327888,28.564046
POINT (-122.033716 47.531093),Memorial Field,Eastside Fire and Rescue Station 71,Washington,Fire Department/Training Facility,Groundwater,Groundwater,2020.0,830,21000,21650,,21650.0,N/A,N/A,https://apps.ecology.wa.gov/cleanupsearch/site/16584,https://drive.google.com/file/d/1ZJeoLUR3-CxNS2042nSF3vXPjvUCxWbH/view?usp=share_link,https://drive.google.com/file/d/1ZJeoLUR3-CxNS2042nSF3vXPjvUCxWbH/view?usp=share_link,https://drive.google.com/drive/folders/15UWmbcJQzRlvGRimqyrMJQ7R_igzY5pc?usp=share_link,https://drive.google.com/drive/folders/155QqwGqpkTGGSlJeFG-y-3UzCgW2P9LH?usp=share_link,1432,-122.033716,47.531093
POINT (-87.338399 30.4705726),Saufley Field,,Florida,Military,Groundwater,Groundwater,,89410,30598,,,89410.0,N/A,N/A,N/A,N/A,https://www.agri-pulse.com/ext/resources/pdfs/congress/STATUS-OF-NOTIFICATIONS-TO-AGRICULTURAL-OPERATIONS-PURSUANT-TO-SECTION-335-OF-THE-FISCAL-YEAR-2021-NATIONAL-DEFENSE-AUTHORIZATION-ACT-1.pdf,N/A,N/A,1433,-87.338399,30.4705726
POINT (-82.545596 27.457898),"Tortuga, Inc.",Nations Bank,Florida,Industry,Unknown,Sample data unavailable,,,,,,,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,N/A,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1434,-82.545596,27.457898
POINT (-122.033716 47.531093),Memorial Field,Eastside Fire and Rescue Station 71,Washington,Fire Department/Training Facility,Groundwater,Groundwater,2020.0,830,21000,21650,,21650.0,N/A,N/A,https://apps.ecology.wa.gov/cleanupsearch/site/16584,https://drive.google.com/file/d/1ZJeoLUR3-CxNS2042nSF3vXPjvUCxWbH/view?usp=share_link,https://drive.google.com/file/d/1ZJeoLUR3-CxNS2042nSF3vXPjvUCxWbH/view?usp=share_link,https://drive.google.com/drive/folders/15UWmbcJQzRlvGRimqyrMJQ7R_igzY5pc?usp=share_link,https://drive.google.com/drive/folders/155QqwGqpkTGGSlJeFG-y-3UzCgW2P9LH?usp=share_link,1435,-122.033716,47.531093
POINT (-80.317818 25.8309393),"Turbo Power, Inc.",,Florida,Industry,Groundwater,Groundwater,2020.0,4,25,,,25.0,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/1uIEc5t2-xhWDAg_XqMFM_xrTRCE9Ob_q/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1436,-80.317818,25.8309393
POINT (-83.591719 32.6400014),Robins Air Force Base,,Georgia,Military,Groundwater,Groundwater,2018.0,52000,250000,,,250000.0,N/A,N/A,N/A,https://ar.afcec-cloud.af.mil/Search.aspx,https://drive.google.com/file/d/11OczwxsJrvH2k1RSPIUGLXM-3y-1ETOn/view?usp=sharing,N/A,N/A,1437,-83.591719,32.6400014
POINT (-88.7124918 43.1771403),Eaton Corporation Watertown,,Wisconsin,Industry,Groundwater,Groundwater,2021.0,14,5,19,53.0,53.0,N/A,N/A,N/A,https://dnr.wi.gov/botw/GetActivityDetail.do?dsn=587520&siteId=33927900&crumb=1,https://drive.google.com/file/d/1yCi11pFuFGEDTLmWBHRp7odW0rLpZmZJ/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1qbHC9znu6SVSe8V6NiTIWz8xTeIkfZc9,N/A,1438,-88.7124918,43.1771403
POINT (-117.0592088 32.7368959),South Chollas Landfill,,California,Landfill,Groundwater,Groundwater,2019.0,18,,,243.0,243.0,N/A,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=L10001927106&mytab=esidata#esidata,https://geotracker.waterboards.ca.gov/map/pfas_map#,https://geotracker.waterboards.ca.gov/profile_report?cmd=mwreport&global_id=L10001927106&con_num=7020457386,N/A,https://drive.google.com/drive/u/1/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza5,1439,-117.0592088,32.7368959
POINT (-92.8450546 46.8939552),Floodwood Landfill,,Minnesota,Landfill,Groundwater,Groundwater,2019.0,550,510,1060,3680.0,3680.0,N/A,https://www.pca.state.mn.us/waste/pfas-landfills,https://webapp.pca.state.mn.us/wimn/site/1796,https://www.pca.state.mn.us/waste/pfas-landfills,https://docs.google.com/spreadsheets/d/1hRu_fnwKe4j_dNU5cczPJSTcPUe8qTtJ/edit?usp=sharing&ouid=107676736406888330935&rtpof=true&sd=true,N/A,https://drive.google.com/drive/u/0/folders/1JHapkdyZrRziZCfTAWAX-nxDpQ_WEWlp,1440,-92.8450546,46.8939552
POINT (-87.3991011 46.5419028),Marquette Wastewater Treatment Plant,,Michigan,WWTP,Other Water,Wastewater,,7,11,,,11.0,N/A,N/A,N/A,N/A,https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing,N/A,N/A,1441,-87.3991011,46.5419028
POINT (-117.1578253 32.845575),South Miramar Landfill,,California,Landfill,Groundwater,Groundwater,2019.0,130,79,209,429.0,429.0,N/A,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=L10003830787&mytab=esidata#esidata,https://geotracker.waterboards.ca.gov/map/pfas_map#,"https://geotracker.waterboards.ca.gov/profile_report?cmd=mwreport&rptype=client&global_id=L10003830787&con_num=4022875308&orderby=logdate,anadate,parlabel",N/A,https://drive.google.com/drive/u/1/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza5,1442,-117.1578253,32.845575
POINT (-84.2002101 43.6068919),Midland Wastewater Treatment Plant,,Michigan,WWTP,Other Water,Wastewater,,11,4,,,11.0,N/A,N/A,N/A,N/A,https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing,N/A,N/A,1443,-84.2002101,43.6068919
POINT (-117.8209248 34.0474884),Spadra Landfill,,California,Landfill,Groundwater,Groundwater,2019.0,1,,,29.0,29.0,N/A,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=L10001382782,https://geotracker.waterboards.ca.gov/map/pfas_map,https://geotracker.waterboards.ca.gov/map/pfas_map,N/A,https://drive.google.com/drive/u/0/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza5,1444,-117.8209248,34.0474884
